datetime,wtr_0,wtr_0.5,wtr_1,wtr_1.5,wtr_2,wtr_2.5,wtr_3,wtr_3.5,wtr_4,wtr_4.5,wtr_5,wtr_5.5,wtr_6,wtr_6.5,wtr_7,wtr_7.5,wtr_8,wtr_8.5,wtr_9,wtr_9.5,wtr_10,wtr_10.5,wtr_11,wtr_11.5,wtr_12
2020-07-28 00:00:00,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,23.59,20.07,17.18,14.83,12.93,11.39,10.15,9.15,8.37,7.76,7.32,7.05,6.96
2020-07-29 00:00:00,26.84,26.84,26.84,26.84,26.84,26.84,26.84,26.84,26.84,26.84,26.84,26.84,24.32,20.6,17.57,15.11,13.13,11.53,10.25,9.24,8.43,7.81,7.37,7.09,6.99
2020-07-30 00:00:00,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,26.96,24.36,20.64,17.61,15.15,13.16,11.56,10.28,9.26,8.45,7.84,7.39,7.11,7.01
2020-07-31 00:00:00,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54,25.17,21.25,18.05,15.47,13.4,11.73,10.4,9.35,8.52,7.89,7.43,7.15,7.05
2020-08-01 00:00:00,26.56,26.56,26.56,26.56,26.56,26.56,26.56,26.56,26.56,26.56,26.56,26.56,25.43,21.44,18.2,15.59,13.48,11.8,10.46,9.39,8.56,7.92,7.45,7.17,7.07
2020-08-02 00:00:00,26.51,26.51,26.51,26.51,26.51,26.51,26.51,26.51,26.51,26.51,26.51,26.51,25.64,21.6,18.32,15.68,13.55,11.85,10.5,9.43,8.58,7.94,7.48,7.19,7.09
2020-08-03 00:00:00,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,22.23,18.77,16,13.78,12.01,10.61,9.51,8.65,7.99,7.52,7.22,7.12
2020-08-04 00:00:00,25.09,25.09,25.09,25.09,25.09,25.09,25.09,25.09,25.09,25.09,25.09,25.09,25.09,23.07,19.37,16.41,14.06,12.21,10.75,9.6,8.72,8.05,7.56,7.26,7.16
2020-08-05 00:00:00,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,23.86,19.94,16.81,14.34,12.4,10.88,9.7,8.79,8.1,7.6,7.3,7.19
2020-08-06 00:00:00,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,20.51,17.22,14.62,12.6,11.02,9.8,8.86,8.15,7.64,7.33,7.22
2020-08-07 00:00:00,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08,21.01,17.57,14.87,12.77,11.14,9.88,8.92,8.19,7.68,7.36,7.24
2020-08-08 00:00:00,24.06,24.06,24.06,24.06,24.06,24.06,24.06,24.06,24.06,24.06,24.06,24.06,24.06,24.06,21.06,17.61,14.91,12.8,11.17,9.9,8.94,8.22,7.7,7.38,7.27
2020-08-09 00:00:00,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,20.88,17.5,14.84,12.76,11.15,9.9,8.94,8.22,7.71,7.39,7.28
2020-08-10 00:00:00,24.51,24.51,24.51,24.51,24.51,24.51,24.51,24.51,24.51,24.51,24.51,24.51,24.51,24.51,21.18,17.72,15,12.88,11.23,9.96,8.98,8.25,7.72,7.4,7.29
2020-08-11 00:00:00,24.64,24.64,24.64,24.64,24.64,24.64,24.64,24.64,24.64,24.64,24.64,24.64,24.64,24.64,21.41,17.89,15.12,12.96,11.29,10,9.01,8.27,7.74,7.41,7.29
2020-08-12 00:00:00,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,24.75,21.15,17.71,15.01,12.89,11.25,9.98,9.01,8.27,7.75,7.43,7.31
2020-08-13 00:00:00,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.89,20.73,17.42,14.82,12.77,11.18,9.94,8.99,8.27,7.76,7.44,7.33
2020-08-14 00:00:00,25.04,25.04,25.04,25.04,25.04,25.04,25.04,25.04,25.04,25.04,25.04,25.04,25.04,24.95,20.78,17.47,14.85,12.8,11.2,9.96,9.01,8.29,7.77,7.45,7.34
2020-08-15 00:00:00,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,24.92,20.77,17.47,14.86,12.81,11.22,9.98,9.02,8.3,7.79,7.47,7.35
2020-08-16 00:00:00,24.94,24.94,24.94,24.94,24.94,24.94,24.94,24.94,24.94,24.94,24.94,24.94,24.94,24.94,21.04,17.66,14.99,12.91,11.28,10.03,9.06,8.33,7.81,7.49,7.38
2020-08-17 00:00:00,24.59,24.59,24.59,24.59,24.59,24.59,24.59,24.59,24.59,24.59,24.59,24.59,24.59,24.59,21.71,18.13,15.32,13.13,11.44,10.13,9.14,8.39,7.85,7.52,7.41
2020-08-18 00:00:00,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,24.35,22.29,18.54,15.6,13.33,11.57,10.22,9.2,8.43,7.89,7.55,7.43
2020-08-19 00:00:00,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,23.05,19.07,15.97,13.57,11.74,10.34,9.28,8.49,7.93,7.58,7.46
2020-08-20 00:00:00,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,24.05,22.77,18.88,15.84,13.5,11.69,10.32,9.27,8.49,7.94,7.6,7.48
2020-08-21 00:00:00,24.01,24.01,24.01,24.01,24.01,24.01,24.01,24.01,24.01,24.01,24.01,24.01,24.01,24.01,22.27,18.53,15.61,13.34,11.6,10.27,9.25,8.49,7.95,7.62,7.5
2020-08-22 00:00:00,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,24.28,21.06,17.68,15.04,12.97,11.36,10.12,9.17,8.46,7.95,7.63,7.52
2020-08-23 00:00:00,24.48,24.48,24.48,24.48,24.48,24.48,24.48,24.48,24.48,24.48,24.48,24.48,24.48,23.96,20.09,17.01,14.57,12.66,11.17,10.01,9.11,8.43,7.95,7.65,7.54
2020-08-24 00:00:00,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.44,20.44,17.27,14.76,12.79,11.26,10.07,9.15,8.46,7.97,7.66,7.55
2020-08-25 00:00:00,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,20.75,17.49,14.92,12.91,11.34,10.13,9.19,8.49,7.98,7.67,7.56
2020-08-26 00:00:00,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,24.91,21.15,17.78,15.13,13.06,11.45,10.2,9.24,8.52,8,7.68,7.57
2020-08-27 00:00:00,25.13,25.13,25.13,25.13,25.13,25.13,25.13,25.13,25.13,25.13,25.13,25.13,25.13,25.07,20.93,17.64,15.04,13,11.42,10.18,9.24,8.52,8.01,7.69,7.58
2020-08-28 00:00:00,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,25.23,21.36,17.95,15.26,13.16,11.52,10.26,9.28,8.55,8.03,7.7,7.59
2020-08-29 00:00:00,25.82,25.82,25.82,25.82,25.82,25.82,25.82,25.82,25.82,25.82,25.82,25.82,25.82,23.16,19.56,16.69,14.4,12.58,11.15,10.03,9.15,8.49,8.01,7.71,7.61
2020-08-30 00:00:00,25.14,25.14,25.14,25.14,25.14,25.14,25.14,25.14,25.14,25.14,25.14,25.14,25.14,23.98,20.15,17.1,14.68,12.78,11.28,10.12,9.22,8.54,8.05,7.75,7.64
2020-08-31 00:00:00,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,24.67,20.76,17.52,14.98,12.98,11.42,10.22,9.29,8.59,8.09,7.78,7.67
2020-09-01 00:00:00,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,24.07,21.37,17.94,15.26,13.17,11.55,10.3,9.35,8.64,8.13,7.81,7.7
2020-09-02 00:00:00,23.91,23.91,23.91,23.91,23.91,23.91,23.91,23.91,23.91,23.91,23.91,23.91,23.91,23.91,21.43,17.98,15.29,13.19,11.57,10.32,9.37,8.65,8.14,7.83,7.72
2020-09-03 00:00:00,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,22.09,18.45,15.61,13.41,11.72,10.42,9.44,8.7,8.18,7.86,7.75
2020-09-04 00:00:00,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,19.15,16.08,13.72,11.92,10.56,9.53,8.77,8.23,7.9,7.78
2020-09-05 00:00:00,22.36,22.36,22.36,22.36,22.36,22.36,22.36,22.36,22.36,22.36,22.36,22.36,22.36,22.36,22.36,19.88,16.57,14.04,12.13,10.69,9.62,8.83,8.28,7.93,7.81
2020-09-06 00:00:00,22.11,22.11,22.11,22.11,22.11,22.11,22.11,22.11,22.11,22.11,22.11,22.11,22.11,22.11,22.11,20.5,16.98,14.32,12.31,10.81,9.7,8.88,8.31,7.96,7.84
2020-09-07 00:00:00,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.78,23.59,20.17,17.39,15.14,13.34,11.9,10.76,9.85,9.13,8.59,8.19,7.95,7.86
2020-09-08 00:00:00,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,20.92,17.91,15.5,13.58,12.06,10.86,9.92,9.2,8.64,8.24,8,7.91
2020-09-09 00:00:00,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,18.71,16.04,13.93,12.29,11.01,10.02,9.26,8.69,8.28,8.03,7.94
2020-09-10 00:00:00,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,19.66,16.67,14.34,12.55,11.17,10.12,9.33,8.74,8.32,8.06,7.97
2020-09-11 00:00:00,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,17.23,14.71,12.78,11.32,10.21,9.39,8.78,8.35,8.09,7.99
2020-09-12 00:00:00,19.06,19.06,19.06,19.06,19.06,19.06,19.06,19.06,19.06,19.06,19.06,19.06,19.06,19.06,19.06,17.68,15,12.96,11.43,10.28,9.43,8.81,8.37,8.1,8.01
2020-09-13 00:00:00,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,18.93,16.13,13.96,12.28,11,10.02,9.28,8.73,8.34,8.1,8.02
2020-09-14 00:00:00,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,18.92,16.13,13.96,12.29,11.01,10.03,9.29,8.74,8.36,8.11,8.03
2020-09-15 00:00:00,19.48,19.48,19.48,19.48,19.48,19.48,19.48,19.48,19.48,19.48,19.48,19.48,19.48,19.48,19.25,16.37,14.13,12.41,11.09,10.09,9.33,8.77,8.37,8.13,8.04
2020-09-16 00:00:00,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,20.77,19.55,17.08,15.06,13.43,12.11,11.06,10.21,9.54,9.01,8.6,8.31,8.12,8.06
2020-09-17 00:00:00,21,21,21,21,21,21,21,21,21,21,21,21,18.75,16.48,14.63,13.12,11.9,10.91,10.12,9.49,8.98,8.6,8.32,8.14,8.08
2020-09-18 00:00:00,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,19.27,16.87,14.91,13.32,12.04,11.01,10.19,9.54,9.03,8.63,8.35,8.17,8.11
2020-09-19 00:00:00,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,19.91,17.34,15.25,13.56,12.21,11.14,10.28,9.6,9.07,8.67,8.38,8.2,8.13
2020-09-20 00:00:00,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,18.01,15.73,13.9,12.45,11.3,10.39,9.69,9.14,8.72,8.42,8.23,8.16
2020-09-21 00:00:00,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.82,16.3,14.3,12.72,11.49,10.52,9.78,9.2,8.77,8.46,8.26,8.2
2020-09-22 00:00:00,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.24,15.89,14.01,12.52,11.35,10.44,9.73,9.18,8.77,8.47,8.29,8.22
2020-09-23 00:00:00,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,16.32,14.32,12.74,11.51,10.54,9.8,9.23,8.8,8.49,8.3,8.23
2020-09-24 00:00:00,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,16.76,14.63,12.96,11.66,10.65,9.87,9.28,8.83,8.51,8.31,8.24
2020-09-25 00:00:00,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,19.32,18.73,16.45,14.6,13.11,11.91,10.95,10.19,9.58,9.1,8.74,8.48,8.31,8.26
2020-09-26 00:00:00,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,18.74,16.65,14.91,13.49,12.31,11.35,10.57,9.94,9.42,9.02,8.7,8.47,8.33,8.28
2020-09-27 00:00:00,20.53,20.53,20.53,20.53,20.53,20.53,20.53,20.53,20.53,20.53,19.78,17.61,15.8,14.28,13.03,11.99,11.13,10.42,9.84,9.37,8.99,8.69,8.48,8.34,8.3
2020-09-28 00:00:00,19.67,19.67,19.67,19.67,19.67,19.67,19.67,19.67,19.67,19.67,19.67,18.09,16.15,14.53,13.2,12.11,11.21,10.48,9.89,9.4,9.02,8.72,8.5,8.37,8.32
2020-09-29 00:00:00,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,18.67,16.7,14.93,13.49,12.31,11.35,10.58,9.96,9.46,9.06,8.76,8.54,8.4,8.35
2020-09-30 00:00:00,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.29,15.36,13.79,12.52,11.5,10.68,10.03,9.51,9.1,8.79,8.57,8.43,8.38
2020-10-01 00:00:00,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,17.06,15.97,14.21,12.81,11.7,10.81,10.12,9.58,9.15,8.83,8.6,8.46,8.41
2020-10-02 00:00:00,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,14.76,13.18,11.94,10.98,10.23,9.65,9.21,8.87,8.63,8.49,8.43
2020-10-03 00:00:00,15.83,15.83,15.83,15.83,15.83,15.83,15.83,15.83,15.83,15.83,15.83,15.83,15.83,15.83,15.29,13.55,12.19,11.14,10.34,9.72,9.26,8.91,8.66,8.51,8.46
2020-10-04 00:00:00,15.51,15.51,15.51,15.51,15.51,15.51,15.51,15.51,15.51,15.51,15.51,15.51,15.51,15.51,15.51,13.86,12.4,11.28,10.42,9.78,9.29,8.94,8.68,8.52,8.47
2020-10-05 00:00:00,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,15.17,14.39,12.75,11.51,10.58,9.88,9.36,8.98,8.71,8.55,8.49
2020-10-06 00:00:00,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,13.37,11.9,10.82,10.03,9.45,9.04,8.76,8.58,8.52
2020-10-07 00:00:00,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,13.58,12.05,10.91,10.09,9.49,9.07,8.77,8.59,8.53
2020-10-08 00:00:00,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,14.77,13.18,11.94,10.98,10.25,9.69,9.27,8.95,8.73,8.59,8.54
2020-10-09 00:00:00,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,13.49,12.15,11.12,10.34,9.75,9.31,8.98,8.75,8.61,8.56
2020-10-10 00:00:00,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,14.73,13.16,11.93,10.99,10.26,9.71,9.29,8.98,8.75,8.62,8.57
2020-10-11 00:00:00,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,13.46,12.14,11.13,10.36,9.77,9.33,9,8.77,8.63,8.58
2020-10-12 00:00:00,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,15.19,14.79,13.21,11.97,11.02,10.29,9.73,9.31,9,8.77,8.63,8.59
2020-10-13 00:00:00,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,15.05,14.55,13.03,11.85,10.94,10.24,9.7,9.3,8.99,8.78,8.65,8.6
2020-10-14 00:00:00,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,13.54,12.19,11.16,10.38,9.8,9.36,9.04,8.81,8.67,8.62
2020-10-15 00:00:00,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,12.7,11.49,10.59,9.93,9.45,9.09,8.85,8.7,8.65
2020-10-16 00:00:00,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.55,12.02,10.92,10.12,9.56,9.16,8.89,8.73,8.67
2020-10-17 00:00:00,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12.8,11.37,10.38,9.7,9.24,8.94,8.76,8.69
2020-10-18 00:00:00,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12,10.72,9.88,9.33,8.99,8.78,8.71
2020-10-19 00:00:00,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,11.37,10.2,9.48,9.05,8.81,8.73
2020-10-20 00:00:00,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,10.56,9.64,9.11,8.83,8.74
2020-10-21 00:00:00,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.09,9.86,9.2,8.86,8.75
2020-10-22 00:00:00,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.01,9.82,9.19,8.87,8.76
2020-10-23 00:00:00,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45,10.26,9.52,9.09,8.85,8.77
2020-10-24 00:00:00,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9.91,9.22,8.9,8.79
2020-10-25 00:00:00,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.48,9.4,8.94,8.8
2020-10-26 00:00:00,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.47,10.28,9.09,8.81
2020-10-27 00:00:00,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,8.82
2020-10-28 00:00:00,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78,9.78
2020-10-29 00:00:00,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58,9.58
2020-10-30 00:00:00,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37,9.37
2020-10-31 00:00:00,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26
2020-11-01 00:00:00,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13,9.13
2020-11-02 00:00:00,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76
2020-11-03 00:00:00,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54
2020-11-04 00:00:00,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52
2020-11-05 00:00:00,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58
2020-11-06 00:00:00,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.65,8.61,8.58
2020-11-07 00:00:00,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.74,8.72,8.7,8.68,8.66,8.64,8.63,8.63
2020-11-08 00:00:00,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.88,8.86,8.84,8.81,8.77,8.74,8.7,8.67,8.65,8.62,8.61,8.6
2020-11-09 00:00:00,9.11,9.11,9.11,9.11,9.11,9.11,9.11,9.11,9.09,9.07,9.04,9.01,8.97,8.93,8.89,8.84,8.8,8.76,8.72,8.68,8.65,8.62,8.6,8.59,8.58
2020-11-10 00:00:00,9.38,9.38,9.38,9.38,9.38,9.36,9.33,9.29,9.25,9.2,9.15,9.1,9.04,8.99,8.93,8.87,8.82,8.76,8.72,8.67,8.63,8.6,8.58,8.56,8.56
2020-11-11 00:00:00,9.32,9.32,9.32,9.32,9.32,9.32,9.32,9.32,9.32,9.3,9.26,9.21,9.15,9.09,9.02,8.95,8.87,8.8,8.73,8.67,8.61,8.56,8.52,8.5,8.49
2020-11-12 00:00:00,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.74,8.54,8.43
2020-11-13 00:00:00,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65
2020-11-14 00:00:00,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33
2020-11-15 00:00:00,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07
2020-11-16 00:00:00,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82
2020-11-17 00:00:00,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56
2020-11-18 00:00:00,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31
2020-11-19 00:00:00,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
2020-11-20 00:00:00,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06
2020-11-21 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
