datetime,dens_0,dens_0.5,dens_1,dens_1.5,dens_2,dens_2.5,dens_3,dens_3.5,dens_4,dens_4.5,dens_5,dens_5.5,dens_6,dens_6.5,dens_7,dens_7.5,dens_8,dens_8.5,dens_9,dens_9.5,dens_10,dens_10.5,dens_11,dens_11.5,dens_12,dens_12.5,dens_13,dens_13.5,dens_14,dens_14.5,dens_15,dens_15.5,dens_16,dens_16.5,dens_17,dens_17.5,dens_18,dens_18.5,dens_19,dens_19.5,dens_20,dens_20.5,dens_21,dens_21.5,dens_22,dens_22.5,dens_23
2020-04-03 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-04 00:00:00,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,NA
2020-04-05 00:00:00,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,NA
2020-04-06 00:00:00,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,1000.03,NA
2020-04-07 00:00:00,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,1000.02,NA
2020-04-08 00:00:00,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.02,1000.02,NA
2020-04-09 00:00:00,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,NA
2020-04-10 00:00:00,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,NA
2020-04-11 00:00:00,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,NA
2020-04-12 00:00:00,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,NA
2020-04-13 00:00:00,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,NA
2020-04-14 00:00:00,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,NA
2020-04-15 00:00:00,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,NA
2020-04-16 00:00:00,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,NA
2020-04-17 00:00:00,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,NA
2020-04-18 00:00:00,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,1000.01,NA
2020-04-19 00:00:00,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,NA
2020-04-20 00:00:00,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,NA
2020-04-21 00:00:00,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,NA
2020-04-22 00:00:00,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,999.99,NA
2020-04-23 00:00:00,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,NA
2020-04-24 00:00:00,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.97,999.97,999.97,999.97,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,999.98,NA
2020-04-25 00:00:00,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.97,999.97,999.97,999.97,999.97,999.97,999.97,999.97,999.97,999.97,NA
2020-04-26 00:00:00,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,NA
2020-04-27 00:00:00,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.95,999.95,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,999.96,NA
2020-04-28 00:00:00,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,NA
2020-04-29 00:00:00,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.92,999.92,999.93,999.93,999.93,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,999.94,NA
2020-04-30 00:00:00,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,NA
2020-05-01 00:00:00,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,NA
2020-05-02 00:00:00,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.9,999.9,999.9,999.9,999.9,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,NA
2020-05-03 00:00:00,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,999.86,NA
2020-05-04 00:00:00,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,NA
2020-05-05 00:00:00,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,NA
2020-05-06 00:00:00,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.82,999.83,999.83,999.84,NA
2020-05-07 00:00:00,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.81,999.81,999.82,999.82,999.82,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,999.83,NA
2020-05-08 00:00:00,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,NA
2020-05-09 00:00:00,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,NA
2020-05-10 00:00:00,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.81,NA
2020-05-11 00:00:00,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,NA
2020-05-12 00:00:00,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.8,999.81,NA
2020-05-13 00:00:00,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.78,999.79,999.79,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,NA
2020-05-14 00:00:00,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,NA
2020-05-15 00:00:00,999.72,999.72,999.72,999.72,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.74,999.74,999.75,999.75,999.76,999.76,999.76,999.76,999.76,999.76,999.76,999.76,999.76,999.76,999.76,NA
2020-05-16 00:00:00,999.67,999.67,999.67,999.67,999.67,999.67,999.67,999.67,999.67,999.67,999.67,999.67,999.67,999.67,999.67,999.67,999.67,999.68,999.69,999.69,999.7,999.7,999.71,999.72,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.74,999.75,999.75,999.76,999.76,999.76,999.76,999.76,999.76,999.76,999.76,999.76,999.76,999.76,NA
2020-05-17 00:00:00,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.66,999.68,999.7,999.73,999.75,999.76,999.76,999.76,999.76,999.76,999.76,999.76,999.76,999.76,NA
2020-05-18 00:00:00,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.64,999.64,999.64,999.64,999.64,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.65,999.66,999.66,999.67,999.69,999.72,999.75,NA
2020-05-19 00:00:00,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.64,999.67,999.71,NA
2020-05-20 00:00:00,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.64,999.67,NA
2020-05-21 00:00:00,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.57,999.58,999.59,999.59,999.61,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.62,999.63,999.65,NA
2020-05-22 00:00:00,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.54,999.55,999.57,999.58,999.58,999.58,999.59,999.59,999.59,999.6,999.61,999.61,999.63,999.65,NA
2020-05-23 00:00:00,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.49,999.5,999.5,999.51,999.51,999.52,999.54,999.54,999.54,999.54,999.54,999.55,999.55,999.55,999.55,999.56,999.56,999.57,999.58,999.59,999.6,999.61,999.63,999.64,NA
2020-05-24 00:00:00,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.47,999.48,999.48,999.49,999.51,999.53,999.54,999.55,999.57,999.58,999.59,999.6,999.62,999.63,NA
2020-05-25 00:00:00,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.39,999.4,999.43,999.44,999.46,999.47,999.47,999.47,999.47,999.47,999.47,999.47,999.48,999.49,999.51,999.52,999.54,999.55,999.57,999.58,999.59,999.6,999.62,999.63,NA
2020-05-26 00:00:00,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.32,999.33,999.35,999.37,999.39,999.4,999.41,999.41,999.41,999.41,999.41,999.41,999.42,999.42,999.43,999.44,999.45,999.46,999.48,999.49,999.51,999.53,999.55,999.57,999.59,999.61,999.63,NA
2020-05-27 00:00:00,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.28,999.37,999.4,999.4,999.41,999.41,999.41,999.41,999.41,999.42,999.42,999.43,999.44,999.45,999.46,999.47,999.49,999.5,999.52,999.54,999.56,999.58,999.6,999.62,NA
2020-05-28 00:00:00,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.14,999.22,999.23,999.23,999.23,999.23,999.24,999.24,999.24,999.25,999.29,999.36,999.39,999.4,999.41,999.41,999.41,999.41,999.41,999.42,999.42,999.43,999.44,999.45,999.46,999.47,999.49,999.5,999.52,999.54,999.55,999.58,999.6,999.62,NA
