datetime,dens_0,dens_0.5,dens_1,dens_1.5,dens_2,dens_2.5,dens_3,dens_3.5,dens_4,dens_4.5,dens_5,dens_5.5,dens_6,dens_6.5,dens_7,dens_7.5,dens_8,dens_8.5,dens_9,dens_9.5,dens_10,dens_10.5,dens_11,dens_11.5,dens_12,dens_12.5,dens_13,dens_13.5,dens_14,dens_14.5,dens_15,dens_15.5,dens_16,dens_16.5,dens_17,dens_17.5,dens_18,dens_18.5,dens_19,dens_19.5,dens_20,dens_20.5,dens_21,dens_21.5,dens_22,dens_22.5,dens_23,dens_23.5,dens_24
2020-09-23 00:00:00,998.6,998.6,998.6,998.6,998.6,998.6,998.6,998.6,998.6,998.62,998.64,998.65,998.66,998.67,998.68,998.68,998.69,998.69,998.7,998.7,998.71,998.73,998.74,998.8,998.84,998.89,998.93,998.96,999,999.03,999.05,999.08,999.1,999.11,999.13,999.14,999.15,999.16,999.16,999.17,999.17,999.18,999.18,999.18,999.18,999.18,999.19,999.19,999.19
2020-09-24 00:00:00,998.59,998.59,998.59,998.59,998.59,998.59,998.59,998.59,998.59,998.59,998.59,998.61,998.64,998.65,998.67,998.68,998.68,998.69,998.7,998.71,998.72,998.74,998.76,998.8,998.84,998.88,998.92,998.96,998.99,999.02,999.05,999.07,999.09,999.1,999.12,999.13,999.14,999.15,999.15,999.16,999.16,999.17,999.17,999.17,999.17,999.18,999.18,999.18,999.18
2020-09-25 00:00:00,998.56,998.56,998.56,998.56,998.56,998.56,998.56,998.56,998.56,998.56,998.56,998.57,998.58,998.62,998.66,998.67,998.68,998.69,998.7,998.71,998.72,998.74,998.77,998.8,998.84,998.88,998.92,998.95,998.98,999.01,999.04,999.06,999.08,999.1,999.11,999.12,999.13,999.14,999.15,999.15,999.15,999.16,999.16,999.16,999.17,999.17,999.17,999.17,999.17
2020-09-26 00:00:00,998.5,998.5,998.5,998.5,998.5,998.5,998.5,998.5,998.5,998.5,998.5,998.52,998.54,998.59,998.64,998.66,998.67,998.68,998.7,998.71,998.73,998.75,998.77,998.81,998.84,998.88,998.91,998.94,998.98,999,999.03,999.05,999.07,999.09,999.1,999.11,999.12,999.13,999.14,999.14,999.15,999.15,999.15,999.15,999.16,999.16,999.16,999.16,999.16
2020-09-27 00:00:00,998.58,998.58,998.58,998.58,998.58,998.58,998.58,998.58,998.58,998.58,998.58,998.58,998.58,998.58,998.58,998.62,998.67,998.68,998.7,998.71,998.73,998.75,998.78,998.81,998.84,998.87,998.91,998.94,998.97,999,999.02,999.04,999.06,999.08,999.09,999.1,999.11,999.12,999.13,999.13,999.14,999.14,999.14,999.15,999.15,999.15,999.15,999.15,999.15
2020-09-28 00:00:00,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.69,998.74,998.78,998.81,998.84,998.87,998.9,998.94,998.97,998.99,999.02,999.04,999.06,999.07,999.09,999.1,999.11,999.11,999.12,999.12,999.13,999.13,999.13,999.14,999.14,999.14,999.14,999.14,999.14
2020-09-29 00:00:00,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.76,998.79,998.83,998.86,998.9,998.93,998.96,998.99,999.01,999.03,999.05,999.06,999.08,999.09,999.1,999.1,999.11,999.12,999.12,999.12,999.13,999.13,999.13,999.13,999.13,999.13,999.14
2020-09-30 00:00:00,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.85,998.89,998.93,998.97,999,999.02,999.04,999.06,999.07,999.08,999.09,999.1,999.1,999.11,999.11,999.11,999.12,999.12,999.12,999.12,999.12,999.13,999.13
2020-10-01 00:00:00,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.94,998.99,999.04,999.05,999.06,999.07,999.08,999.09,999.09,999.1,999.1,999.11,999.11,999.11,999.11,999.11,999.12,999.12,999.12
2020-10-02 00:00:00,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,998.98,999,999.02,999.04,999.06,999.06,999.07,999.08,999.09,999.09,999.09,999.1,999.1,999.1,999.11,999.11,999.11,999.11,999.11
2020-10-03 00:00:00,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999.01,999.02,999.03,999.05,999.06,999.07,999.07,999.08,999.08,999.09,999.09,999.09,999.1,999.1,999.1,999.1,999.1,999.1
2020-10-04 00:00:00,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.04,999.05,999.06,999.07,999.08,999.08,999.08,999.09,999.09,999.09,999.09,999.09,999.09,999.09
2020-10-05 00:00:00,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1
2020-10-06 00:00:00,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1
2020-10-07 00:00:00,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1
2020-10-08 00:00:00,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11
2020-10-09 00:00:00,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.09,999.1,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11
2020-10-10 00:00:00,999.06,999.06,999.06,999.06,999.06,999.06,999.06,999.06,999.06,999.06,999.06,999.06,999.06,999.07,999.08,999.08,999.09,999.09,999.09,999.09,999.09,999.1,999.1,999.1,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11
2020-10-11 00:00:00,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.07,999.09,999.1,999.1,999.1,999.1,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11,999.11
2020-10-12 00:00:00,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.1,999.11,999.11,999.11
2020-10-13 00:00:00,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14,999.14
2020-10-14 00:00:00,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17,999.17
2020-10-15 00:00:00,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24,999.24
2020-10-16 00:00:00,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3,999.3
2020-10-17 00:00:00,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34,999.34
2020-10-18 00:00:00,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4,999.4
2020-10-19 00:00:00,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42,999.42
2020-10-20 00:00:00,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45,999.45
2020-10-21 00:00:00,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46,999.46
2020-10-22 00:00:00,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48,999.48
2020-10-23 00:00:00,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52,999.52
2020-10-24 00:00:00,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55,999.55
2020-10-25 00:00:00,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59,999.59
2020-10-26 00:00:00,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63,999.63
2020-10-27 00:00:00,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66
2020-10-28 00:00:00,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69,999.69
2020-10-29 00:00:00,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71,999.71
2020-10-30 00:00:00,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73,999.73
2020-10-31 00:00:00,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75
2020-11-01 00:00:00,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79
2020-11-02 00:00:00,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81
2020-11-03 00:00:00,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81
2020-11-04 00:00:00,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81
2020-11-05 00:00:00,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.79,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.8,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81
2020-11-06 00:00:00,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.78,999.79,999.8,999.8,999.8,999.8,999.8,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81
2020-11-07 00:00:00,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.76,999.77,999.78,999.8,999.8,999.8,999.8,999.8,999.8,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81
2020-11-08 00:00:00,999.72,999.72,999.72,999.72,999.72,999.72,999.72,999.72,999.72,999.72,999.72,999.72,999.73,999.75,999.77,999.78,999.79,999.79,999.8,999.8,999.8,999.8,999.8,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81
2020-11-09 00:00:00,999.68,999.68,999.68,999.68,999.68,999.68,999.68,999.68,999.68,999.68,999.68,999.68,999.68,999.72,999.76,999.77,999.78,999.79,999.79,999.79,999.8,999.8,999.8,999.8,999.8,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81
2020-11-10 00:00:00,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.66,999.67,999.68,999.7,999.72,999.75,999.76,999.77,999.78,999.78,999.79,999.79,999.8,999.8,999.8,999.8,999.8,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81
2020-11-11 00:00:00,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.75,999.77,999.78,999.79,999.79,999.8,999.8,999.8,999.8,999.8,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81
2020-11-12 00:00:00,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.77,999.78,999.79,999.8,999.8,999.8,999.8,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81
2020-11-13 00:00:00,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81,999.81
2020-11-14 00:00:00,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84,999.84
2020-11-15 00:00:00,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85,999.85
2020-11-16 00:00:00,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87,999.87
2020-11-17 00:00:00,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89,999.89
2020-11-18 00:00:00,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9
2020-11-19 00:00:00,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9
2020-11-20 00:00:00,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91
2020-11-21 00:00:00,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91,999.91
